,crash_id,person_age,charge,person_ethnicity,crash_date,day_of_week,person_gender,person_helmet,driver_license_class,has_motocycle_endorsment,driver_license_state,driver_license_type,person_injury_severity_x,license_plate_state_x,vehicle_body_style_x,vehicle_color_x,vehicle_defect_1_x,vehicle_make_x,vehicle_model_name_x
25,16193187.0,40.0,no charges,w - white,2018-01-10,wednesday,1 - male,"2 - worn, damaged",5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury,,mc - motorcycle,red - red,,harley-davidson,flhp (harley-davidson)
26,16192161.0,38.0,no charges,w - white,2018-01-11,thursday,2 - female,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,yel - yellow,,harley-davidson,xl1200 (harley-davidson)
27,16193412.0,20.0,no charges,b - black,2018-01-11,thursday,1 - male,"4 - worn, unk damage",99 - unknown,0,un - unknown,99 - unknown,n - not injured,un - unknown,mc - motorcycle,blk - black,,suzuki,gsx (suzuki)
28,16196387.0,21.0,no charges,w - white,2018-01-11,thursday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,kawasaki,unknown (kawasaki)
29,16196864.0,54.0,no charges,w - white,2018-01-11,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,bmw,r1100 (bmw)
30,16194597.0,40.0,no charges,h - hispanic,2018-01-12,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
31,16195657.0,60.0,no charges,w - white,2018-01-12,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,flhp (harley-davidson)
32,16197960.0,28.0,no charges,w - white,2018-01-12,friday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blu - blue,,suzuki,gsx-r1000 (suzuki)
33,16195826.0,34.0,no charges,w - white,2018-01-13,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
34,16196920.0,22.0,unsafe speed,w - white,2018-01-13,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,sil - silver,,honda,cbr600 (honda)
35,16197141.0,60.0,no charges,b - black,2018-01-13,saturday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,unknown (harley-davidson)
36,16201468.0,56.0,no charges,b - black,2018-01-13,saturday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,other (explain in narrative),other (explain in narrative) (other (explain in narrative))
37,16202353.0,25.0,no charges,h - hispanic,2018-01-13,saturday,1 - male,"4 - worn, unk damage",98 - other/out of state,0,wa - washington,1 - driver license,n - not injured,wa - washington,mc - motorcycle,blu - blue,,yamaha,yzfr6 (yamaha)
38,16207750.0,28.0,no charges,h - hispanic,2018-01-13,saturday,1 - male,1 - not worn,a - class a,0,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,yamaha,xvs650 (yamaha)
39,16195997.0,17.0,"fleeing police officer, no motorcycle endorsement",w - white,2018-01-14,sunday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blu - blue,,honda,cbr1000 (honda)
40,16196704.0,27.0,no charges,i - amer. indian/alaskan native,2018-01-14,sunday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,honda,cbr600 (honda)
41,16201236.0,47.0,no charges,w - white,2018-01-14,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,ong - orange,,kawasaki,zx600 (kawasaki)
42,16201539.0,33.0,driving while intoxicated 1st offense 0.15 or more,h - hispanic,2018-01-14,sunday,1 - male,"3 - worn, not damaged",5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
43,16202512.0,22.0,no charges,w - white,2018-01-14,sunday,2 - female,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,kawasaki,vulcan 2000 (kawasaki)
44,16207275.0,45.0,"driving while license invalid, fail to maint financial responsibility, expired registration",w - white,2018-01-14,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,flh80 (harley-davidson)
45,16210409.0,51.0,no charges,w - white,2018-01-14,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,harley-davidson,flhp (harley-davidson)
46,16198322.0,61.0,no charges,w - white,2018-01-15,monday,1 - male,"2 - worn, damaged",bm - class b and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,ong - orange,,honda,vtx1800 (honda)
47,16199789.0,27.0,no charges,b - black,2018-01-15,monday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,kawasaki,unknown (kawasaki)
48,16206294.0,75.0,no charges,b - black,2018-01-15,monday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,bmw,r1200 (bmw)
49,16209550.0,59.0,no charges,w - white,2018-01-15,monday,1 - male,"3 - worn, not damaged",am - class a and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,unknown (honda)
50,16259326.0,29.0,operate unregisterd motor vehicle,w - white,2018-01-15,monday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,,yamaha,unknown (yamaha)
51,16333091.0,65.0,no charges,w - white,2018-01-15,monday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,bro - brown,,harley-davidson,unknown (harley-davidson)
52,16205342.0,49.0,no charges,w - white,2018-01-17,wednesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,pm - police motorcycle,whi - white,98 - other  (explain in narrative),bmw,r1200 (bmw)
53,16205706.0,33.0,no charges,w - white,2018-01-17,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,ducati,monster (ducati)
54,16203652.0,63.0,fail to control speed (wreck)(property damage)  tc 545.351 *,w - white,2018-01-18,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,honda,gl1100 (honda)
55,16208100.0,23.0,no charges,w - white,2018-01-19,friday,1 - male,"2 - worn, damaged",am - class a and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,mar - maroon,,kawasaki,zg1200 (kawasaki)
56,16211075.0,65.0,no charges,w - white,2018-01-19,friday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,ong - orange,,,
57,16212293.0,36.0,no charges,b - black,2018-01-19,friday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,kawasaki,zx1000 (kawasaki)
58,16206624.0,41.0,no charges,w - white,2018-01-20,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fltrx (harley-davidson)
59,16206829.0,55.0,no charges,w - white,2018-01-20,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,fld (harley-davidson)
60,16209449.0,21.0,no charges,w - white,2018-01-20,saturday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxdl (harley-davidson)
61,16254349.0,70.0,unsafe speed,w - white,2018-01-20,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flhtcutg (harley-davidson)
62,16209160.0,20.0,no charges,w - white,2018-01-21,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,whi - white,,kawasaki,ex650 (kawasaki)
63,16210352.0,57.0,no charges,w - white,2018-01-21,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
64,16212341.0,26.0,driving while intoxicated,w - white,2018-01-21,sunday,1 - male,"3 - worn, not damaged",am - class a and m,1,tx - texas,2 - commercial driver lic.,n - not injured,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fld (harley-davidson)
65,16212987.0,22.0,unsafe speed,h - hispanic,2018-01-21,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,kawasaki,ninja zx (kawasaki)
66,16602409.0,40.0,no charges,w - white,2018-01-21,sunday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blu - blue,,honda,crf1000 (honda)
67,16212195.0,23.0,no charges,a - asian,2018-01-22,monday,1 - male,"3 - worn, not damaged",m - class m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,suzuki,gsx750 (suzuki)
68,16860426.0,33.0,no charges,w - white,2018-01-22,monday,1 - male,"2 - worn, damaged",5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury,,mc - motorcycle,blk - black,,kawasaki,ninja zx (kawasaki)
69,16320457.0,22.0,"no motor cycle operator license, passing/disregard no passing zone",h - hispanic,2018-01-26,friday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,whi - white,,harley-davidson,unknown (harley-davidson)
70,16323750.0,36.0,no charges,w - white,2018-01-31,wednesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,,honda,vt1300 (honda)
71,16259293.0,27.0,no charges,h - hispanic,2018-02-01,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,,suzuki,unknown (suzuki)
72,16255449.0,23.0,no charges,i - amer. indian/alaskan native,2018-02-03,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blu - blue,,suzuki,an400 (suzuki)
73,16257128.0,55.0,no charges,h - hispanic,2018-02-04,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,,
74,16255069.0,49.0,no charges,w - white,2018-02-09,friday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,unknown (harley-davidson)
75,16268900.0,48.0,no charges,w - white,2018-02-10,saturday,1 - male,1 - not worn,am - class a and m,1,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,flhr (harley-davidson)
76,16270130.0,23.0,no charges,w - white,2018-02-10,saturday,2 - female,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
77,16258314.0,41.0,driving while intoxicated 1st offense- 0.15 or more,w - white,2018-02-11,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,flhtpi (harley-davidson)
78,16254987.0,24.0,"evading arrest with motor vehicle / prior conviction, theft of firearm, unauthorized use of motor vehicle, unlawful carry of weapon, felon in possession of firearm",w - white,2018-02-13,tuesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,yamaha,unknown (yamaha)
79,16258499.0,29.0,no charges,w - white,2018-02-13,tuesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,red - red,,honda,cbr600 (honda)
80,16261200.0,58.0,no charges,h - hispanic,2018-02-13,tuesday,1 - male,1 - not worn,am - class a and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,honda,unknown (honda)
81,16253542.0,25.0,no charges,b - black,2018-02-15,thursday,2 - female,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,xlh883 (harley-davidson)
82,16254192.0,39.0,"no valid texas driver license, failure to maintain financial responsibility",h - hispanic,2018-02-15,thursday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,yamaha,yzfr1 (yamaha)
83,16254203.0,52.0,no charges,w - white,2018-02-15,thursday,1 - male,1 - not worn,am - class a and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,12 - defective or slick tires,harley-davidson,unknown (harley-davidson)
84,16254391.0,23.0,no charges,b - black,2018-02-15,thursday,1 - male,"2 - worn, damaged",98 - other/out of state,0,mo - missouri,1 - driver license,b - suspected minor injury,mo - missouri,mc - motorcycle,blk - black,,suzuki,gsx (suzuki)
85,16261729.0,49.0,no charges,w - white,2018-02-15,thursday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxdb (harley-davidson)
86,16264647.0,64.0,unsafe speed,w - white,2018-02-15,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,unknown (harley-davidson)
87,16273456.0,45.0,no charges,b - black,2018-02-15,thursday,1 - male,1 - not worn,a - class a,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,honda,vtx1300 (honda)
88,16254725.0,29.0,no charges,w - white,2018-02-16,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,genuine scooter co.,buddy (genuine scooter co.)
89,16257931.0,21.0,"no insurance, dwli- surcharge due/ no tx dl",w - white,2018-02-16,friday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,buell,blast (buell)
90,16264714.0,26.0,no charges,w - white,2018-02-16,friday,1 - male,1 - not worn,98 - other/out of state,0,wi - wisconsin,1 - driver license,b - suspected minor injury,wi - wisconsin,mc - motorcycle,whi - white,,yamaha,fz6 (yamaha)
91,16264779.0,67.0,unsafe speed,w - white,2018-02-16,friday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,bmw,r1200 (bmw)
92,16258442.0,62.0,no charges,w - white,2018-02-17,saturday,1 - male,1 - not worn,am - class a and m,1,tx - texas,2 - commercial driver lic.,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
93,16261379.0,42.0,unsafe speed,w - white,2018-02-17,saturday,2 - female,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,victory motorcycles,cross country (victory motorcycles)
94,16268261.0,33.0,no charges,w - white,2018-02-17,saturday,1 - male,1 - not worn,98 - other/out of state,0,ok - oklahoma,1 - driver license,a - suspected serious injury,ok - oklahoma,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
95,16255550.0,57.0,unsafe speed,w - white,2018-02-18,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
96,16258089.0,27.0,no charges,b - black,2018-02-18,sunday,1 - male,"4 - worn, unk damage",98 - other/out of state,0,tn - tennessee,1 - driver license,b - suspected minor injury,tn - tennessee,mc - motorcycle,blk - black,,honda,cbr500 (honda)
97,16258540.0,39.0,driving while intoxicated/misd,h - hispanic,2018-02-18,sunday,1 - male,99 - unknown if worn,a - class a,0,tx - texas,2 - commercial driver lic.,n - not injured,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson)
98,,,,,,,,,,0,,,,,,,,,
99,16260717.0,30.0,"expired registration, no restricted class m license",w - white,2018-02-18,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,98 - other  (explain in narrative),victory motorcycles,vx (victory motorcycles)
100,16261750.0,54.0,driving while intoxicated - 2nd,w - white,2018-02-18,sunday,1 - male,1 - not worn,a - class a,0,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxsts (harley-davidson)
101,16264620.0,37.0,no charges,h - hispanic,2018-02-18,sunday,1 - male,99 - unknown if worn,cm - class c and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,,indian motorcycle co.,chief (indian motorcycle co.)
102,16267779.0,27.0,no charges,w - white,2018-02-18,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,suzuki,gsx (suzuki)
103,16268559.0,26.0,no charges,h - hispanic,2018-02-18,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,fld (harley-davidson)
104,16268635.0,23.0,"no drivers license, unsafe speed",w - white,2018-02-18,sunday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,unknown (harley-davidson)
105,16274089.0,51.0,driving while intoxicated 3rd or more,h - hispanic,2018-02-18,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,xg750 (harley-davidson)
106,16277523.0,31.0,fail to maint financial responsibility,w - white,2018-02-18,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,,kawasaki,zx600 (kawasaki)
107,16332636.0,23.0,no charges,w - white,2018-02-18,sunday,1 - male,"4 - worn, unk damage",98 - other/out of state,0,mn - minnesota,1 - driver license,b - suspected minor injury,mn - minnesota,mc - motorcycle,blk - black,,honda,unknown (honda)
108,16258265.0,59.0,no charges,w - white,2018-02-19,monday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,yamaha,
109,16260336.0,54.0,no charges,w - white,2018-02-19,monday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,harley-davidson,flhp (harley-davidson)
110,16260669.0,19.0,"failed to drive in single lane, no motorcycle license, failed to maintain financial responsibility",h - hispanic,2018-02-19,monday,1 - male,"3 - worn, not damaged",98 - other/out of state,0,ca - california,1 - driver license,b - suspected minor injury,ca - california,mc - motorcycle,blk - black,,honda,cbr500 (honda)
111,16264348.0,60.0,"no driver license, fail to maintain financial responsibility, operate unregistered motor vehicle",w - white,2018-02-19,monday,1 - male,"3 - worn, not damaged",5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,yiben,unknown (yiben)
112,16271274.0,71.0,no charges,b - black,2018-02-19,monday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,honda,gl1800 (honda)
113,16273508.0,32.0,no charges,w - white,2018-02-19,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,xlh883 (harley-davidson)
